Version ID	Master ID	Skeletal code	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Group ID	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mt haplogroup	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
HGDP01318.SDG	HGDP01318	..	BergstromScience2020	Modern	0	0	present	China_Lahu.SDG	..	China	22	100	Shotgun.diploid	..	1138271	M	..	..	..	PASS	..
HGDP01319.SDG	HGDP01319	..	BergstromScience2020	Modern	0	0	present	China_Lahu.SDG	..	China	22	100	Shotgun.diploid	..	1138054	M	..	..	..	PASS	..
HGDP01320.SDG	HGDP01320	..	BergstromScience2020	Modern	0	0	present	China_Lahu.SDG	..	China	22	100	Shotgun.diploid	..	1141534	M	..	..	..	PASS	..
HGDP01321.SDG	HGDP01321	..	BergstromScience2020	Modern	0	0	present	China_Lahu.SDG	..	China	22	100	Shotgun.diploid	..	1138758	M	..	..	..	PASS	..
HGDP01322.SDG	HGDP01322	..	BergstromScience2020	Modern	0	0	present	China_Lahu.SDG	..	China	22	100	Shotgun.diploid	..	1139005	M	..	..	..	PASS	..
HGDP01323.SDG	HGDP01323	..	BergstromScience2020	Modern	0	0	present	China_Lahu.SDG	..	China	22	100	Shotgun.diploid	..	1141148	F	n/a (female)	n/a (female)	..	PASS	..
HGDP01326.SDG	HGDP01326	..	BergstromScience2020	Modern	0	0	present	China_Lahu.SDG	..	China	22	100	Shotgun.diploid	..	1136494	M	..	..	..	PASS	..
HGDP01327.SDG	HGDP01327	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1137990	M	..	..	..	PASS	..
HGDP01328.SDG	HGDP01328	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1137024	M	..	..	..	PASS	..
HGDP01329.SDG	HGDP01329	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1140033	M	..	..	..	PASS	..
HGDP01330.SDG	HGDP01330	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1136919	M	..	..	..	PASS	..
HGDP01331.SDG	HGDP01331	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1137800	M	..	..	..	PASS	..
HGDP01332.SDG	HGDP01332	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1137051	M	..	..	..	PASS	..
HGDP01333.SDG	HGDP01333	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1141438	M	..	..	..	PASS	..
HGDP01334.SDG	HGDP01334	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1139543	F	n/a (female)	n/a (female)	..	PASS	..
HGDP01335.SDG	HGDP01335	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1136177	F	n/a (female)	n/a (female)	..	PASS	..
HGDP01336.SDG	HGDP01336	..	BergstromScience2020	Modern	0	0	present	She.SDG	..	China	27	119	Shotgun.diploid	..	1138310	F	n/a (female)	n/a (female)	..	PASS	..
HGDP01337.SDG	HGDP01337	..	BergstromScience2020	Modern	0	0	present	Naxi.SDG	..	China	26	100	Shotgun.diploid	..	1137902	M	..	..	..	PASS	..
HGDP01338.SDG	HGDP01338	..	BergstromScience2020	Modern	0	0	present	Naxi.SDG	..	China	26	100	Shotgun.diploid	..	1141355	M	..	..	..	PASS	..
HGDP01339.SDG	HGDP01339	..	BergstromScience2020	Modern	0	0	present	Naxi.SDG	..	China	26	100	Shotgun.diploid	..	1138270	M	..	..	..	PASS	..
HGDP01340.SDG	HGDP01340	..	BergstromScience2020	Modern	0	0	present	Naxi.SDG	..	China	26	100	Shotgun.diploid	..	1137084	M	..	..	..	PASS	..
HGDP01341.SDG	HGDP01341	..	BergstromScience2020	Modern	0	0	present	Naxi.SDG	..	China	26	100	Shotgun.diploid	..	1137281	M	..	..	..	PASS	..
HGDP01342.SDG	HGDP01342	..	BergstromScience2020	Modern	0	0	present	Naxi.SDG	..	China	26	100	Shotgun.diploid	..	1138472	M	..	..	..	PASS	..
HGDP01345.SDG	HGDP01345	..	BergstromScience2020	Modern	0	0	present	Naxi.SDG	..	China	26	100	Shotgun.diploid	..	1141302	F	n/a (female)	n/a (female)	..	PASS	..
HGDP01346.SDG	HGDP01346	..	BergstromScience2020	Modern	0	0	present	Naxi.SDG	..	China	26	100	Shotgun.diploid	..	1138107	F	n/a (female)	n/a (female)	..	PASS	..
HGDP01347.SDG	HGDP01347	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1133453	M	..	..	..	PASS	..
HGDP01348.SDG	HGDP01348	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1139039	M	..	..	..	PASS	..
HGDP01349.SDG	HGDP01349	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1138969	M	..	..	..	PASS	..
HGDP01350.SDG	HGDP01350	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1141474	M	..	..	..	PASS	..
HGDP01351.SDG	HGDP01351	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1137952	M	..	..	..	PASS	..
HGDP01352.SDG	HGDP01352	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1138629	M	..	..	..	PASS	..
HGDP01353.SDG	HGDP01353	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1139290	M	..	..	..	PASS	..
HGDP01354.SDG	HGDP01354	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1139003	F	n/a (female)	n/a (female)	..	PASS	..
HGDP01355.SDG	HGDP01355	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1140849	F	n/a (female)	n/a (female)	..	PASS	..
HGDP01356.SDG	HGDP01356	..	BergstromScience2020	Modern	0	0	present	Tu.SDG	..	China	36	101	Shotgun.diploid	..	1137927	F	n/a (female)	n/a (female)	..	PASS	..
S_Naxi-2.DG	S_Naxi-2	S_Naxi-2	MallickNature2016	Modern	0	0	present	Naxi.DG	..	China	26	100	Shotgun.diploid	41.19	1109844	M	N-CTS4714	N1b2a1~	..	PASS	SGDP, Fully Public
HG00759.SG	HG00759	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1146818	F	n/a (female)	n/a (female)	..	PASS	..
HG00766.SG	HG00766	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1146634	F	n/a (female)	n/a (female)	..	PASS	..
HG00844.SG	HG00844	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1147702	M	O-M111	O1b1a1a1a1a1	..	PASS	..
HG00851.SG	HG00851	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1148771	F	n/a (female)	n/a (female)	..	PASS	..
HG00864.SG	HG00864	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1055446	F	n/a (female)	n/a (female)	..	PASS	..
HG00867.SG	HG00867	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144520	F	n/a (female)	n/a (female)	..	PASS	..
HG00879.SG	HG00879	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1052407	F	n/a (female)	n/a (female)	..	PASS	..
HG00881.SG	HG00881	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145398	M	O-F16227	O2a2b1a1a1a4a1	..	PASS	..
HG00956.SG	HG00956	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1143429	F	n/a (female)	n/a (female)	..	PASS	..
HG00978.SG	HG00978	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1140115	F	n/a (female)	n/a (female)	..	PASS	..
HG00982.SG	HG00982	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1141320	M	O-F2924	O1b1a1a1a1	..	PASS	..
HG01028.SG	HG01028	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1141006	M	O-F2924	O1b1a1a1a1	..	PASS	..
HG01029.SG	HG01029	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1141860	F	n/a (female)	n/a (female)	..	PASS	..
HG01031.SG	HG01031	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1116217	M	O-F2924	O1b1a1a1a1	..	PASS	..
HG01046.SG	HG01046	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1139033	F	n/a (female)	n/a (female)	..	PASS	..
HG01794.SG	HG01794	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1128288	F	n/a (female)	n/a (female)	..	PASS	..
HG01795.SG	HG01795	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144854	F	n/a (female)	n/a (female)	..	PASS	..
HG01796.SG	HG01796	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142952	F	n/a (female)	n/a (female)	..	PASS	..
HG01797.SG	HG01797	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145927	F	n/a (female)	n/a (female)	..	PASS	..
HG01798.SG	HG01798	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142627	F	n/a (female)	n/a (female)	..	PASS	..
HG01799.SG	HG01799	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144499	F	n/a (female)	n/a (female)	..	PASS	..
HG01800.SG	HG01800	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144421	F	n/a (female)	n/a (female)	..	PASS	..
HG01801.SG	HG01801	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144523	F	n/a (female)	n/a (female)	..	PASS	..
HG01802.SG	HG01802	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1143533	F	n/a (female)	n/a (female)	..	PASS	..
HG01804.SG	HG01804	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1138054	F	n/a (female)	n/a (female)	..	PASS	..
HG01805.SG	HG01805	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142424	F	n/a (female)	n/a (female)	..	PASS	..
HG01806.SG	HG01806	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142611	F	n/a (female)	n/a (female)	..	PASS	..
HG01807.SG	HG01807	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145266	F	n/a (female)	n/a (female)	..	PASS	..
HG01808.SG	HG01808	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1139856	F	n/a (female)	n/a (female)	..	PASS	..
HG01809.SG	HG01809	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1140330	F	n/a (female)	n/a (female)	..	PASS	..
HG01810.SG	HG01810	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142855	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG01811.SG	HG01811	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144993	M	O-M307	O1a	..	PASS	..
HG01812.SG	HG01812	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1143221	F	n/a (female)	n/a (female)	..	PASS	..
HG01813.SG	HG01813	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144652	F	n/a (female)	n/a (female)	..	PASS	..
HG01815.SG	HG01815	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1143201	F	n/a (female)	n/a (female)	..	PASS	..
HG01816.SG	HG01816	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1138516	M	O-F1276	O2a2a1a2a1	..	PASS	..
HG01817.SG	HG01817	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1143906	F	n/a (female)	n/a (female)	..	PASS	..
HG02151.SG	HG02151	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1143896	F	n/a (female)	n/a (female)	..	PASS	..
HG02152.SG	HG02152	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1097962	F	n/a (female)	n/a (female)	..	PASS	..
HG02153.SG	HG02153	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1100794	F	n/a (female)	n/a (female)	..	PASS	..
HG02154.SG	HG02154	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1124646	F	n/a (female)	n/a (female)	..	PASS	..
HG02155.SG	HG02155	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1123268	F	n/a (female)	n/a (female)	..	PASS	..
HG02156.SG	HG02156	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1112527	F	n/a (female)	n/a (female)	..	PASS	..
HG02164.SG	HG02164	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1111320	F	n/a (female)	n/a (female)	..	PASS	..
HG02165.SG	HG02165	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1111811	F	n/a (female)	n/a (female)	..	PASS	..
HG02166.SG	HG02166	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1116603	F	n/a (female)	n/a (female)	..	PASS	..
HG02178.SG	HG02178	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1116901	F	n/a (female)	n/a (female)	..	PASS	..
HG02179.SG	HG02179	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1116987	F	n/a (female)	n/a (female)	..	PASS	..
HG02180.SG	HG02180	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1119350	F	n/a (female)	n/a (female)	..	PASS	..
HG02181.SG	HG02181	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1131002	F	n/a (female)	n/a (female)	..	PASS	..
HG02182.SG	HG02182	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1114943	F	n/a (female)	n/a (female)	..	PASS	..
HG02184.SG	HG02184	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1110450	F	n/a (female)	n/a (female)	..	PASS	..
HG02185.SG	HG02185	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1124586	F	n/a (female)	n/a (female)	..	PASS	..
HG02186.SG	HG02186	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1126774	F	n/a (female)	n/a (female)	..	PASS	..
HG02187.SG	HG02187	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1102318	F	n/a (female)	n/a (female)	..	PASS	..
HG02188.SG	HG02188	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1082989	F	n/a (female)	n/a (female)	..	PASS	..
HG02190.SG	HG02190	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1127636	F	n/a (female)	n/a (female)	..	PASS	..
HG02250.SG	HG02250	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145850	M	O-M307	O1a	..	PASS	..
HG02351.SG	HG02351	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1136917	M	O-F3053	O1b1a1a1a1a1a1a1a1a	..	PASS	..
HG02353.SG	HG02353	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144390	M	O-M307	O1a	..	PASS	..
HG02355.SG	HG02355	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1139006	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG02356.SG	HG02356	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145069	M	O-Z24091	O1b1a1a1a1a1a1a	..	PASS	..
HG02360.SG	HG02360	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145107	M	O-SK1572	O1a1a1b1b	..	PASS	..
HG02363.SG	HG02363	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144214	M	O-M307	O1a	..	PASS	..
HG02364.SG	HG02364	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1141573	M	O-F923	O1b1a1a1a1a1a1a1	..	PASS	..
HG02367.SG	HG02367	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142396	M	O-CTS53	O2a2b1a2a1a2a	..	PASS	..
HG02371.SG	HG02371	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1137040	M	O-F14665	O2a2b1a1a1a4a	..	PASS	..
HG02372.SG	HG02372	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1117667	M	O-F14665	O2a2b1a1a1a4a	..	PASS	..
HG02373.SG	HG02373	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145502	M	C-K511	C2b1b1a	..	PASS	..
HG02374.SG	HG02374	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144528	M	O-F2924	O1b1a1a1a1	..	PASS	..
HG02375.SG	HG02375	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144144	M	O-M1706	O2a2b1	..	PASS	..
HG02377.SG	HG02377	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1139577	M	O-M307	O1a	..	PASS	..
HG02379.SG	HG02379	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145452	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG02380.SG	HG02380	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144071	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG02381.SG	HG02381	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144828	M	C-K511	C2b1b1a	..	PASS	..
HG02382.SG	HG02382	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142798	M	O-F3053	O1b1a1a1a1a1a1a1a1a	..	PASS	..
HG02383.SG	HG02383	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145620	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG02384.SG	HG02384	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142010	M	O-F619	O1a1a1a1a1a1	..	PASS	..
HG02385.SG	HG02385	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1124798	M	O-M307	O1a	..	PASS	..
HG02386.SG	HG02386	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142965	M	O-F923	O1b1a1a1a1a1a1a1	..	PASS	..
HG02387.SG	HG02387	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1137718	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG02388.SG	HG02388	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1145541	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG02389.SG	HG02389	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1138456	M	O-Y26463	O1b1a1a1b1b1	..	PASS	..
HG02390.SG	HG02390	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144731	M	O-F2924	O1b1a1a1a1	..	PASS	..
HG02391.SG	HG02391	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1143081	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG02392.SG	HG02392	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144198	M	O-IMS-JST002611	O2a	..	PASS	..
HG02394.SG	HG02394	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1141291	M	O-F923	O1b1a1a1a1a1a1a1	..	PASS	..
HG02395.SG	HG02395	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1141985	M	O-M111	O1b1a1a1a1a1	..	PASS	..
HG02396.SG	HG02396	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1138243	M	O-F619	O1a1a1a1a1a1	..	PASS	..
HG02397.SG	HG02397	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1120678	M	O-M111	O1b1a1a1a1a1	..	PASS	..
HG02398.SG	HG02398	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1146442	M	O-F3053	O1b1a1a1a1a1a1a1a1a	..	PASS	..
HG02399.SG	HG02399	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1140820	M	O-M307	O1a	..	PASS	..
HG02401.SG	HG02401	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1141833	M	O-F2924	O1b1a1a1a1	..	PASS	..
HG02402.SG	HG02402	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1139952	M	O-F2924	O1b1a1a1a1	..	PASS	..
HG02406.SG	HG02406	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1144632	M	O-Y7080	I1a3b1a2~	..	PASS	..
HG02407.SG	HG02407	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1141712	M	O-Y9322	O1b1a1a1	..	PASS	..
HG02408.SG	HG02408	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1147729	M	O-F923	O1b1a1a1a1a1a1a1	..	PASS	..
HG02409.SG	HG02409	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1142606	M	O-F2924	O1b1a1a1a1	..	PASS	..
HG02410.SG	HG02410	..	1KGPhase3	Modern	0	0	present	CDX.SG	Dai Xishuangbanna	China	22	100.8	Shotgun	..	1149521	M	O-F923	O1b1a1a1a1a1a1a1	..	PASS	..
NA18525.SG	NA18525	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1148222	F	n/a (female)	n/a (female)	..	PASS	..
NA18526.SG	NA18526	..	1KGPhase3	Modern	0	0	present	CHB.SG	Han, Beijing	China	39.916667	116.383333	Shotgun	..	1144888	F	n/a (female)	n/a (female)	..	PASS	..
